rowcode	rnum
7761	376931
7762	717842
7763	381205
7764	239447
7765	394414
7766	275128
7767	763204
7768	732988
7769	140387
7770	110529
7771	932691
7772	141305
7773	166951
7774	717816
7775	589849
7776	486345
7777	416660
7778	870203
7779	888579
7780	161163
7781	451888
7782	114650
7783	629939
7784	425051
7785	213376
7786	638804
7787	942383
7788	456754
7789	677974
7790	893038
7791	490410
7792	913757
7793	70594
7794	758253
7795	490397
7796	274596
7797	984782
7798	507220
7799	744850
7800	374887
7801	824740
7802	724346
7803	430832
7804	164463
7805	462715
7806	553402
7807	773046
7808	293848
7809	788532
7810	541662
7811	985402
7812	342624
7813	177587
7814	569008
7815	505967
7816	562488
7817	751202
7818	664065
7819	933277
7820	162562
7821	407539
7822	547108
7823	208877
7824	142063
7825	783355
7826	801340
7827	492620
7828	471824
7829	181350
7830	790216
7831	792722
7832	546168
7833	39766
7834	32417
7835	780242
7836	646473
7837	258598
7838	597593
7839	87328
7840	461773
7841	470370
7842	929593
7843	555620
7844	987461
7845	90874
7846	127055
7847	946594
7848	289074
7849	984396
7850	736765
7851	206419
7852	95157
7853	256389
7854	565714
7855	437046
7856	295381
7857	803933
7858	737100
7859	620018
7860	281809
7861	130851
7862	196282
7863	764642
7864	938886
7865	535901
7866	854696
7867	2688
7868	891628
7869	434332
7870	195075
7871	195251
7872	2674
7873	847901
7874	491592
7875	109408
7876	280620
7877	32897
7878	649565
7879	405918
7880	159586
7881	879857
7882	204215
7883	648678
7884	22201
7885	209127
7886	249092
7887	509160
7888	187085
7889	286230
7890	773115
7891	594906
7892	285637
7893	338485
7894	407674
7895	470172
7896	838298
7897	515268
7898	926912
7899	195456
7900	77561
7901	325986
7902	148776
7903	111702
7904	340609
7905	212480
7906	646829
7907	994317
7908	69261
7909	85876
7910	276289
7911	12341
7912	531940
7913	704629
7914	368477
7915	819576
7916	717130
7917	443050
7918	188624
7919	821153
7920	652390
7921	667253
7922	197353
7923	511259
7924	353962
7925	180963
7926	284759
7927	311869
7928	775470
7929	128948
7930	963404
7931	382351
7932	152987
7933	608897
7934	332845
7935	92263
7936	34420
7937	577674
7938	216015
7939	222298
7940	864134
7941	34910
7942	763105
7943	930302
7944	578611
7945	173562
7946	335598
7947	865122
7948	200025
7949	688957
7950	589525
7951	711050
7952	773214
7953	843709
7954	161089
7955	60393
7956	876989
7957	852790
7958	86184
7959	273330
7960	116170
7961	396619
7962	740729
7963	458773
7964	596642
7965	109388
7966	383642
7967	483494
7968	776760
7969	301461
7970	237069
7971	464988
7972	529544
7973	325652
7974	44307
7975	900572
7976	944194
7977	984495
7978	977332
7979	912817
7980	185632
7981	286849
7982	929507
7983	663322
7984	935083
7985	317119
7986	570144
7987	517446
7988	570673
7989	814075
7990	521000
7991	558430
7992	241722
7993	775996
7994	710659
7995	382045
7996	492569
7997	572619
7998	877147
7999	744655
8000	484240
8001	715580
8002	999347
8003	23998
8004	754351
8005	517091
8006	753067
8007	255372
8008	311522
8009	963268
8010	812900
8011	548044
8012	668866
8013	728148
8014	246507
8015	353315
8016	322809
8017	190529
8018	766487
8019	882192
8020	615869
8021	525292
8022	752321
8023	588552
8024	8407
8025	965014
8026	852951
8027	242990
8028	915250
8029	547259
8030	536960
8031	880737
8032	91353
8033	977350
8034	899658
8035	164793
8036	766887
8037	874333
8038	386093
8039	542905
8040	68725
8041	770164
8042	57823
8043	780690
8044	588092
8045	323732
8046	874292
8047	285780
8048	763692
8049	702589
8050	447014
8051	312633
8052	401729
8053	692829
8054	421624
8055	720203
8056	498213
8057	494236
8058	272905
8059	54222
8060	64050
8061	929741
8062	488542
8063	920829
8064	258964
8065	343306
8066	107506
8067	327830
8068	448530
8069	274472
8070	734926
8071	349613
8072	884766
8073	771435
8074	390553
8075	634933
8076	222054
8077	337520
8078	74053
8079	782595
8080	916775
8081	524033
8082	11531
8083	563348
8084	816613
8085	229155
8086	439541
8087	74474
8088	795237
8089	910092
8090	228032
8091	649780
8092	760503
8093	923892
8094	596667
8095	574769
8096	810841
8097	964819
8098	985185
8099	47469
8100	317922
8101	311260
8102	142482
8103	199616
8104	596826
8105	427360
8106	711043
8107	429439
8108	312366
8109	861522
8110	587873
8111	199793
8112	916243
8113	128373
8114	910247
8115	962600
8116	372153
8117	737450
8118	251867
8119	83302
8120	803213
8121	381191
8122	591902
8123	145129
8124	935863
8125	598628
8126	639234
8127	73170
8128	712773
8129	38178
8130	970990
8131	645017
8132	549280
8133	777829
8134	297508
8135	423288
8136	171106
8137	504028
8138	788713
8139	925699
8140	680214
8141	199094
8142	509219
8143	308821
8144	968662
8145	313965
8146	799696
8147	512084
8148	249662
8149	725532
8150	489207
8151	792681
8152	918982
8153	976069
8154	808545
8155	103118
8156	592318
8157	542961
8158	414800
8159	974861
8160	637205
8161	431562
8162	264218
8163	157057
8164	785489
8165	567796
8166	890948
8167	717455
8168	79671
8169	893973
8170	431298
8171	278501
8172	267598
8173	304737
8174	187394
8175	305939
8176	646986
8177	758493
8178	444589
8179	516852
8180	15297
8181	96426
8182	17482
8183	915247
8184	940594
8185	874331
8186	908099
8187	551966
8188	912289
8189	370916
8190	79745
8191	819146
8192	722123
8193	441379
8194	234381
8195	507102
8196	520321
8197	97734
8198	601316
8199	931739
8200	24234
8201	799819
8202	930309
8203	265148
8204	146045
8205	800857
8206	804971
8207	708793
8208	606429
8209	63316
8210	399678
8211	814257
8212	239411
8213	113346
8214	801599
8215	817712
8216	164197
8217	716763
8218	690862
8219	214396
8220	200073
8221	778083
8222	159480
8223	357713
8224	301391
8225	34570
8226	723607
8227	115740
8228	560558
8229	663
8230	989433
8231	699676
8232	46491
8233	906952
8234	299542
8235	868316
8236	665992
8237	403232
8238	979754
8239	485922
8240	587753
8241	637900
8242	18068
8243	414620
8244	291452
8245	726427
8246	79773
8247	496457
8248	821096
8249	329384
8250	43827
8251	113993
8252	296808
8253	158585
8254	131070
8255	446075
8256	698330
8257	852049
8258	456050
8259	825452
8260	372873
8261	529931
8262	603502
8263	434186
8264	959758
8265	494612
8266	227819
8267	497147
8268	600306
8269	460122
8270	66714
8271	466000
8272	673723
8273	616514
8274	776704
8275	891204
8276	259823
8277	632243
8278	981029
8279	576119
8280	51736
8281	671426
8282	17175
8283	347165
8284	359739
8285	129585
8286	572971
8287	745940
8288	106453
8289	147026
8290	81371
8291	649294
8292	475620
8293	425856
8294	555024
8295	347723
8296	70730
8297	507186
8298	535602
8299	16054
8300	550885
8301	110978
8302	354187
8303	161889
8304	204663
8305	471647
8306	516680
8307	975092
8308	411689
8309	795601
8310	227534
8311	678929
8312	849754
8313	779495
8314	765361
8315	344355
8316	332146
8317	306008
8318	276187
8319	68457
8320	799293
8321	810612
8322	215041
8323	683675
8324	932118
8325	701793
8326	232558
8327	531164
8328	41473
8329	854599
8330	795139
8331	871300
8332	663943
8333	251085
8334	347495
8335	572774
8336	551967
8337	121465
8338	209158
8339	622928
8340	157856
8341	871041
8342	898007
8343	788883
8344	180933
8345	819054
8346	540736
8347	303876
8348	791253
8349	311286
8350	18972
8351	565085
8352	517384
8353	159734
8354	313246
8355	184052
8356	833797
8357	101930
8358	760258
8359	872445
8360	474277
8361	623625
8362	295138
8363	290424
8364	285363
8365	495444
8366	322660
8367	740820
8368	658724
8369	400719
8370	789470
8371	475845
8372	36475
8373	98659
8374	287394
8375	111194
8376	7750
8377	730615
8378	902042
8379	753638
8380	99225
8381	377373
8382	81827
8383	230602
8384	998257
8385	899395
8386	686562
8387	989188
8388	584054
8389	59978
8390	490970
8391	867901
8392	658527
8393	441557
8394	128886
8395	264661
8396	14364
8397	218788
8398	550064
8399	718389
8400	528190
8401	444939
8402	619739
8403	822669
8404	705213
8405	169743
8406	382237
8407	736491
8408	201083
8409	173671
8410	211534
8411	450509
8412	182841
8413	599676
8414	522324
8415	539973
8416	596240
8417	508672
8418	246025
8419	138409
8420	468246
8421	121341
8422	346403
8423	638128
8424	61370
8425	265354
8426	555930
8427	609892
8428	677934
8429	433513
8430	799979
8431	981433
8432	430906
8433	201978
8434	68279
8435	392169
8436	430344
8437	630032
8438	285481
8439	869948
8440	637898
8441	796850
8442	269474
8443	615808
8444	947370
8445	275096
8446	950456
8447	533838
8448	167756
8449	433283
8450	650970
8451	634301
8452	700788
8453	541090
8454	169825
8455	551710
8456	91994
8457	34854
8458	928222
8459	186228
8460	52573
8461	517345
8462	146972
8463	961968
8464	207304
8465	834433
8466	732103
8467	86563
8468	560178
8469	421042
8470	648251
8471	239024
8472	925674
8473	813092
8474	391831
8475	142991
8476	854146
8477	773357
8478	578845
8479	232813
8480	644124
8481	638661
8482	574051
8483	474443
8484	10381
8485	818843
8486	642386
8487	731621
8488	524896
8489	12191
8490	337439
8491	518951
8492	687424
8493	121086
8494	402882
8495	673282
8496	414814
8497	869435
8498	598278
8499	621500
8500	931241
8501	158057
8502	583404
8503	861936
8504	418525
8505	766321
8506	836992
8507	629148
8508	642171
8509	582820
8510	167706
8511	70546
8512	482988
8513	144864
8514	162254
8515	757343
8516	566470
8517	226464
8518	595665
8519	305305
8520	733716
8521	298338
8522	502771
8523	728899
8524	652005
8525	388021
8526	20470
8527	722759
8528	229119
8529	385612
8530	558652
8531	401026
8532	430742
8533	779467
8534	297787
8535	511359
8536	950337
8537	333558
8538	250371
8539	364401
8540	273333
8541	782641
8542	130168
8543	417789
8544	825120
8545	293125
8546	115365
8547	217828
8548	225421
8549	180096
8550	666751
8551	556101
8552	141858
8553	248825
8554	182802
8555	496312
8556	664938
8557	904911
8558	285868
8559	589740
8560	815364
8561	124817
8562	823547
8563	99027
8564	297510
8565	129740
8566	481408
8567	44560
8568	637248
8569	900878
8570	225113
8571	395967
8572	872190
8573	882829
8574	937352
8575	74815
8576	225238
8577	545575
8578	554912
8579	584061
8580	496301
8581	627593
8582	486892
8583	588704
8584	99081
8585	8861
8586	161403
8587	557979
8588	764679
8589	234010
8590	869615
8591	915642
8592	329286
8593	838337
8594	15045
8595	343697
8596	357210
8597	709567
8598	713779
8599	975294
8600	149358
8601	373107
8602	424876
8603	795655
8604	702177
8605	572318
8606	302067
8607	994112
8608	725799
8609	768804
8610	185389
8611	92517
8612	584406
8613	198631
8614	649588
8615	313566
8616	740130
8617	933519
8618	460387
8619	82261
8620	120603
8621	245456
8622	330540
8623	36073
8624	676567
8625	21817
8626	143051
8627	603063
8628	479859
8629	828713
8630	760650
8631	376703
8632	551286
8633	215665
8634	65754
8635	519322
8636	934378
8637	426609
8638	945380
8639	669897
8640	795860
8641	244838
8642	851464
8643	287243
8644	266942
8645	379214
8646	98788
8647	746528
8648	386273
8649	480017
8650	889507
8651	178312
8652	360096
8653	812277
8654	855234
8655	820214
8656	190255
8657	371525
8658	554764
8659	81736
8660	866429
8661	564878
8662	427638
8663	727151
8664	148091
8665	409376
8666	468662
8667	117834
8668	241707
8669	129683
8670	603255
8671	297091
8672	428972
8673	694416
8674	95960
8675	964961
8676	821464
8677	250392
8678	416088
8679	858764
8680	686768
8681	48509
8682	74621
8683	81627
8684	806993
8685	403565
8686	206478
8687	766933
8688	973509
8689	811423
8690	142543
8691	965914
8692	54871
8693	90723
8694	307783
8695	337140
8696	872233
8697	783578
8698	336437
8699	917048
8700	731343
8701	611942
8702	693594
8703	983609
8704	760825
8705	656763
8706	481070
8707	688259
8708	199248
8709	828463
8710	631756
8711	413742
8712	678343
8713	738375
8714	247333
8715	811949
8716	115985
8717	30357
8718	855206
8719	555762
8720	151568
8721	637275
8722	325476
8723	567256
8724	185989
8725	845582
8726	167119
8727	168143
8728	103768
8729	504929
8730	776244
8731	189177
8732	490408
8733	498246
8734	77295
8735	562546
8736	276561
8737	556320
8738	573147
8739	97801
8740	239040
8741	346326
8742	618715
8743	1311
8744	639729
8745	838862
8746	609165
8747	579891
8748	406372
8749	708925
8750	24298
8751	507267
8752	340869
8753	371791
8754	664216
8755	286918
8756	90748
8757	967085
8758	823301
8759	865523
8760	849007
8761	143939
8762	88715
8763	827505
8764	888529
8765	614907
8766	229673
8767	462055
8768	571615
8769	540345
8770	741029
8771	808526
8772	606723
8773	180637
8774	725685
8775	729512
8776	646576
8777	907013
8778	418667
8779	922191
8780	998702
8781	658069
8782	227174
8783	418909
8784	939227
8785	422299
8786	720098
8787	676141
8788	208431
8789	578162
8790	99168
8791	25353
8792	964524
8793	279653
8794	585538
8795	37912
8796	592110
8797	48342
8798	850087
8799	982268
8800	426495
8801	974215
8802	495397
8803	453039
8804	170518
8805	819802
8806	714549
8807	744206
8808	354225
8809	555232
8810	241729
8811	587364
8812	460124
8813	646618
8814	637270
8815	900453
8816	664027
8817	218868
8818	534250
8819	911866
8820	738988
8821	697998
8822	551944
8823	400315
8824	493607
8825	71672
8826	777877
8827	347196
8828	320666
8829	572622
8830	39990
8831	26539
8832	423350
8833	870973
8834	91886
8835	397652
8836	708506
8837	957757
8838	481425
8839	541071
8840	736701
8841	837447
8842	495901
8843	327391
8844	769923
8845	747609
8846	195482
8847	16296
8848	945761
8849	979989
8850	842414
8851	741230
8852	445606
8853	429205
8854	356730
8855	516532
8856	107165
8857	529380
8858	794428
8859	573053
8860	550067
8861	526582
8862	55457
8863	468651
8864	731301
8865	519805
8866	135802
8867	395635
8868	240318
8869	480424
8870	144543
8871	686050
8872	800312
8873	81269
8874	545997
8875	867240
8876	369429
8877	804745
8878	372752
8879	983100
8880	480275
8881	189509
8882	976400
8883	468325
8884	838392
8885	990051
8886	439197
8887	751246
8888	215632
8889	357122
8890	181247
8891	898450
8892	519969
8893	185978
8894	189325
8895	991594
8896	700026
8897	11402
8898	738181
8899	623732
8900	191988
8901	2259
8902	377873
8903	889972
8904	130292
8905	749479
8906	351254
8907	623504
8908	467993
8909	656175
8910	356044
8911	58823
8912	506342
8913	351581
8914	870644
8915	143961
8916	952577
8917	923851
8918	455168
8919	919657
8920	321160
8921	489920
8922	340662
8923	671624
8924	794640
8925	420090
8926	336254
8927	933841
8928	991408
8929	218881
8930	552182
8931	723365
8932	984080
8933	902315
8934	108482
8935	105379
8936	300913
8937	315863
8938	161488
8939	911598
8940	362204
8941	231016
8942	575787
8943	27742
8944	182159
8945	961601
8946	625010
8947	807659
8948	132771
8949	946669
8950	92150
8951	3607
8952	752815
8953	872660
8954	401062
8955	590660
8956	907771
8957	777551
8958	423934
8959	345321
8960	698076
8961	585380
8962	857798
8963	550125
8964	604558
8965	382289
8966	662711
8967	61233
8968	687807
8969	761551
8970	330836
8971	291324
8972	94364
8973	35791
8974	564146
8975	260637
8976	706899
8977	788447
8978	139182
8979	599533
8980	694741
8981	513440
8982	619469
8983	888554
8984	362127
8985	170373
8986	38046
8987	121767
8988	490361
8989	283014
8990	168669
8991	115680
8992	658070
8993	278928
8994	186176
8995	706668
8996	996636
8997	903466
8998	595600
8999	61285
9000	506900
9001	963955
9002	159893
9003	330686
9004	802098
9005	130438
9006	59005
9007	43855
9008	355130
9009	783394
9010	278030
9011	844458
9012	229876
9013	942868
9014	118631
9015	141483
9016	225782
9017	503871
9018	512716
9019	346367
9020	298927
9021	475427
9022	427437
9023	928209
9024	881180
9025	219764
9026	132520
9027	623394
9028	831210
9029	45952
9030	633682
9031	408657
9032	305498
9033	72081
9034	561388
9035	318515
9036	453414
9037	815015
9038	218807
9039	638362
9040	910167
9041	466893
9042	347393
9043	600418
9044	722950
9045	214754
9046	226135
9047	420459
9048	234678
9049	683918
9050	967610
9051	636349
9052	279613
9053	289580
9054	9109
9055	279812
9056	601350
9057	560556
9058	22556
9059	461271
9060	294327
9061	146495
9062	267952
9063	704531
9064	187156
9065	570045
9066	554362
9067	253115
9068	578214
9069	436882
9070	216528
9071	457108
9072	130628
9073	42836
9074	538840
9075	765013
9076	97833
9077	123553
9078	616259
9079	854045
9080	691246
9081	171619
9082	352847
9083	859944
9084	737693
9085	468574
9086	93301
9087	710452
9088	313572
9089	838609
9090	138095
9091	925657
9092	639286
9093	691138
9094	766246
9095	253638
9096	871192
9097	147503
9098	203009
9099	249270
9100	6718
9101	353867
9102	721828
9103	459359
9104	873779
9105	102701
9106	944238
9107	717138
9108	980872
9109	12863
9110	865838
9111	799909
9112	120138
9113	770181
9114	809576
9115	582849
9116	292573
9117	682006
9118	587856
9119	547175
9120	163153
9121	710662
9122	501019
9123	467241
9124	333596
9125	280878
9126	94002
9127	733960
9128	694014
9129	725710
9130	247745
9131	770449
9132	681398
9133	892066
9134	434316
9135	881661
9136	284656
9137	674989
9138	328389
9139	187143
9140	4364
9141	863062
9142	401138
9143	95077
9144	218464
9145	519853
9146	49601
9147	629101
9148	242627
9149	376047
9150	375339
9151	752695
9152	925654
9153	355745
9154	452979
9155	847083
9156	182305
9157	518642
9158	104531
9159	635610
9160	717355
9161	141629
9162	700451
9163	849212
9164	938975
9165	845167
9166	363149
9167	10801
9168	183941
9169	895915
9170	172760
9171	590635
9172	344923
9173	586301
9174	224023
9175	235432
9176	52010
9177	5383
9178	581021
9179	450352
9180	903676
9181	947148
9182	339148
9183	108349
9184	391970
9185	353878
9186	84293
9187	702804
9188	112478
9189	62093
9190	337345
9191	84446
9192	820067
9193	770439
9194	385123
9195	281639
9196	34824
9197	181619
9198	507178
9199	400872
9200	422153
9201	851173
9202	891121
9203	478846
9204	368791
9205	482227
9206	580785
9207	378044
9208	891512
9209	736632
9210	866660
9211	107327
9212	17035
9213	975512
9214	760922
9215	508243
9216	880851
9217	898812
9218	509534
9219	47444
9220	625166
9221	828547
9222	217295
9223	691343
9224	828693
9225	59138
9226	753562
9227	476987
9228	793178
9229	895698
9230	996843
9231	906084
9232	578426
9233	790954
9234	111239
9235	144582
9236	752669
9237	779473
9238	650461
9239	602227
9240	662687
9241	227872
9242	808976
9243	991068
9244	641092
9245	660631
9246	384381
9247	824367
9248	496682
9249	35278
9250	787390
9251	876545
9252	807841
9253	56990
9254	732079
9255	250359
9256	722606
9257	181957
9258	883880
9259	718232
9260	993581
9261	855215
9262	701711
9263	742309
9264	826885
9265	187086
9266	216197
9267	85065
9268	92425
9269	501211
9270	907089
9271	82713
9272	376609
9273	404844
9274	628705
9275	227018
9276	187971
9277	455205
9278	45755
9279	299677
9280	807826
9281	158781
9282	574424
9283	623000
9284	496445
9285	78712
9286	237337
9287	645765
9288	343985
9289	437926
9290	490786
9291	31815
9292	22890
9293	584625
9294	124101
9295	618360
9296	286618
9297	528391
9298	340709
9299	930914
9300	562273
9301	969769
9302	462988
9303	477397
9304	713307
9305	844010
9306	672218
9307	50899
9308	565918
9309	208722
9310	805197
9311	546314
9312	502103
9313	910516
9314	674991
9315	731674
9316	262561
9317	264883
9318	182967
9319	635749
9320	282473
9321	24115
9322	508474
9323	958534
9324	216564
9325	325170
9326	629375
9327	586543
9328	563868
9329	399513
9330	31666
9331	900850
9332	469789
9333	181120
9334	656190
9335	451185
9336	538775
9337	223068
9338	823546
9339	28814
9340	791698
9341	89754
9342	270728
9343	367276
9344	599320
9345	756517
9346	962504
9347	350284
9348	17330
9349	17625
9350	102144
9351	155428
9352	222819
9353	610823
9354	167043
9355	947279
9356	704812
9357	229123
9358	880439
9359	309073
9360	597287
9361	439468
9362	198736
9363	91922
9364	682314
9365	539490
9366	723118
9367	436942
9368	41152
9369	638294
9370	413259
9371	277199
9372	126953
9373	394633
9374	481348
9375	982163
9376	87577
9377	52440
9378	710486
9379	695880
9380	560290
9381	10414
9382	829999
9383	293393
9384	685899
9385	39339
9386	697320
9387	662994
9388	24793
9389	660373
9390	551714
9391	918200
9392	152450
9393	318441
9394	220501
9395	321169
9396	977319
9397	606423
9398	290801
9399	962255
9400	181450
9401	544519
9402	726953
9403	309946
9404	461713
9405	640808
9406	150644
9407	370511
9408	272919
9409	72919
9410	681683
9411	102159
9412	435376
9413	853591
9414	385827
9415	305272
9416	602919
9417	508050
9418	840749
9419	225631
9420	83057
9421	678707
9422	438999
9423	463112
9424	991267
9425	200153
9426	431472
9427	463242
9428	331599
9429	155692
9430	668304
9431	203261
9432	93555
9433	932659
9434	994650
9435	357554
9436	983452
9437	965718
9438	229200
9439	709837
9440	53916
9441	591698
9442	507537
9443	737987
9444	800752
9445	801835
9446	113040
9447	420014
9448	114353
9449	737616
9450	468704
9451	656587
9452	856315
9453	290328
9454	676569
9455	725852
9456	977914
9457	638309
9458	623704
9459	849908
9460	255371
9461	111504
9462	327241
9463	482993
9464	697646
9465	453375
9466	221394
9467	451494
9468	158587
9469	862946
9470	184976
9471	458960
9472	424794
9473	559272
9474	866558
9475	120475
9476	459137
9477	377786
9478	742309
9479	3208
9480	700936
9481	395408
9482	827015
9483	612613
9484	257721
9485	850201
9486	31547
9487	103186
9488	898345
9489	34159
9490	412573
9491	773538
9492	64753
9493	52323
9494	701428
9495	125783
9496	758519
9497	568328
9498	711470
9499	559338
9500	775053
9501	380647
9502	807432
9503	270254
9504	175651
9505	914652
9506	828812
9507	869696
9508	522985
9509	495083
9510	996021
9511	780747
9512	70874
9513	481375
9514	189367
9515	488521
9516	640813
9517	752193
9518	884858
9519	342772
9520	791789
9521	983069
9522	450033
9523	791816
9524	840560
9525	947217
9526	696652
9527	755765
9528	944255
9529	19124
9530	404103
9531	786603
9532	348229
9533	752774
9534	576128
9535	702253
9536	5342
9537	703668
9538	870467
9539	358089
9540	85270
9541	420470
9542	218381
9543	43265
9544	101934
9545	523510
9546	932119
9547	603222
9548	615521
9549	123262
9550	896636
9551	69293
9552	988683
9553	966077
9554	264910
9555	394792
9556	373468
9557	362123
9558	703283
9559	666395
9560	814256
9561	883837
9562	551734
9563	280035
9564	126423
9565	120689
9566	374234
9567	14050
9568	542421
9569	699122
9570	991678
9571	683181
9572	65318
9573	489809
9574	343956
9575	503611
9576	107825
9577	838803
9578	909094
9579	662851
9580	549212
9581	500630
9582	158428
9583	928574
9584	685296
9585	654337
9586	764305
9587	389913
9588	901689
9589	874718
9590	231331
9591	272680
9592	799340
9593	166630
9594	734350
9595	501293
9596	675930
9597	355508
9598	613175
9599	828088
9600	488326
9601	321328
9602	142529
9603	794002
9604	9571
9605	270491
9606	235846
9607	33925
9608	557860
9609	612469
9610	519471
9611	503051
9612	334486
9613	893749
9614	595649
9615	770843
9616	118366
9617	824223
9618	409961
9619	456149
9620	440552
9621	443482
9622	229508
9623	112830
9624	179474
9625	177478
9626	580848
9627	243370
9628	406974
9629	285222
9630	227812
9631	925695
9632	305962
9633	186420
9634	969964
9635	355181
9636	942841
9637	166511
9638	783428
9639	690107
9640	741046
9641	100871
9642	380834
9643	65729
9644	307490
9645	797503
9646	205839
9647	375723
9648	956094
9649	828080
9650	714762
9651	775865
9652	314655
9653	820423
9654	790690
9655	162802
9656	447871
9657	286169
9658	142053
9659	995593
9660	245280
9661	140151
9662	753157
9663	502160
9664	658546
9665	33364
9666	55671
9667	121978
9668	518697
9669	32571
9670	470251
9671	363566
9672	674900
9673	530572
9674	250505
9675	173587
9676	831145
9677	746500
9678	452167
9679	432697
9680	568682
9681	146297
9682	549054
9683	479090
9684	910875
9685	767126
9686	660640
9687	565453
9688	922150
9689	748227
9690	178427
9691	739177
9692	21640
9693	478561
9694	936038
9695	251273
9696	703534
9697	752341
9698	161421
9699	268699
9700	350653
9701	743133
9702	285611
9703	609376
9704	520765
9705	830490
9706	71276
9707	723538
9708	923230
9709	232941
9710	934686
9711	73864
9712	630173
9713	973430
9714	303379
9715	987586
9716	472893
9717	62776
9718	39286
9719	646858
9720	569206
9721	989467
9722	847361
9723	337145
9724	655306
9725	268208
9726	368896
9727	551780
9728	1094
9729	706388
9730	495593
9731	985692
9732	660918
9733	485917
9734	721700
9735	998915
9736	391411
9737	37826
9738	90495
9739	273606
9740	301510
9741	502725
9742	585685
9743	267044
9744	796672
9745	932849
9746	518517
9747	405322
9748	75964
9749	698457
9750	157467
9751	841091
9752	885287
9753	472132
9754	118124
9755	893424
9756	583029
9757	419204
9758	335499
9759	998490
9760	449176
9761	635976
9762	542599
9763	244257
9764	562351
9765	653705
9766	735152
9767	971427
9768	263045
9769	756859
9770	870727
9771	661396
9772	457209
9773	445234
9774	517768
9775	87869
9776	640931
9777	430527
9778	98000
9779	829974
9780	525924
9781	576514
9782	942647
9783	890045
9784	341988
9785	205930
9786	337812
9787	487732
9788	932550
9789	864756
9790	501296
9791	557740
9792	945280
9793	578603
9794	766438
9795	238976
9796	179520
9797	609041
9798	304447
9799	299740
9800	215268
9801	266358
9802	652489
9803	584610
9804	208698
9805	796369
9806	628371
9807	946836
9808	705515
9809	151487
9810	635407
9811	477417
9812	826520
9813	294820
9814	115012
9815	771076
9816	521027
9817	910996
9818	774003
9819	831327
9820	431786
9821	235919
9822	101660
9823	60018
9824	929096
9825	922688
9826	843422
9827	858566
9828	273226
9829	142933
9830	222398
9831	57298
9832	166510
9833	864765
9834	868963
9835	212270
9836	496638
9837	550079
9838	944483
9839	44551
9840	3892
9841	523065
9842	845869
9843	797600
9844	117318
9845	84421
9846	456999
9847	343153
9848	160801
9849	398457
9850	97128
9851	236613
9852	540095
9853	403508
9854	708064
9855	636162
9856	759997
9857	295911
9858	9041
9859	131683
9860	299452
9861	958896
9862	208098
9863	525092
9864	18088
9865	724281
9866	432121
9867	913654
9868	843868
9869	856422
9870	847816
9871	124035
9872	186455
9873	961365
9874	256762
9875	494434
9876	335176
9877	605212
9878	800475
9879	667112
9880	525283
9881	498243
9882	756266
9883	463240
9884	635307
9885	109946
9886	919228
9887	309407
9888	444075
9889	181814
9890	337593
9891	559883
9892	92491
9893	140664
9894	251685
9895	522630
9896	519775
9897	175501
9898	616329
9899	264314
9900	36286
9901	711152
9902	60350
9903	178186
9904	556166
9905	563582
9906	23020
9907	308496
9908	887895
9909	430901
9910	642105
9911	621933
9912	195739
9913	304687
9914	511764
9915	404995
9916	557640
9917	380331
9918	989627
9919	933622
9920	280362
9921	196007
9922	761744
9923	588850
9924	777718
9925	808786
9926	923102
9927	675982
9928	754348
9929	107755
9930	275445
9931	593753
9932	652095
9933	163847
9934	438656
9935	92068
9936	36951
9937	989280
9938	988904
9939	979718
9940	272055
9941	912074
9942	506781
9943	632705
9944	272310
9945	937162
9946	580383
9947	679497
9948	256840
9949	397718
9950	184008
9951	245411
9952	73918
9953	929424
9954	508919
9955	467239
9956	408336
9957	338183
9958	52624
9959	688011
9960	590455
9961	234272
9962	948755
9963	416728
9964	351973
9965	12196
9966	888745
9967	204007
9968	803532
9969	991489
9970	679763
9971	586284
9972	849538
9973	200643
9974	38807
9975	190740
9976	956569
9977	146623
9978	556020
9979	314967
9980	948565
9981	827547
9982	509598
9983	496257
9984	106542
9985	901625
9986	448744
9987	231681
9988	383621
9989	507910
9990	235201
9991	765402
9992	474385
9993	999373
9994	389700
9995	627931
9996	606531
9997	477414
9998	694914
9999	111032
10000	500527
10001	717140
10002	566730
10003	122344
10004	979645
10005	791735
10006	310054
10007	39209
10008	613796
10009	54413
10010	791062
10011	565955
10012	722634
10013	764802
10014	364527
10015	312727
10016	192777
10017	660990
10018	872416
10019	475700
10020	577703
10021	708315
10022	964673
10023	711278
10024	592329
10025	187525
10026	679364
10027	412065
10028	897028
10029	239837
10030	461265
10031	135413
10032	586175
10033	8675
10034	269054
10035	958957
10036	183329
10037	557541
10038	851204
10039	844232
10040	794379
10041	457606
10042	319624
10043	712962
10044	76061
10045	303119
10046	268426
10047	745784
10048	456354
10049	609285
10050	470036
10051	132907
10052	888475
10053	925738
10054	997904
10055	822495
10056	573837
10057	772089
10058	844657
10059	186979
10060	428729
10061	357164
10062	819344
10063	314231
10064	661033
10065	763159
10066	965138
10067	326748
10068	212628
10069	249253
10070	228148
10071	991006
10072	515558
10073	320729
10074	230032
10075	115732
10076	470525
10077	199150
10078	15270
10079	587447
10080	193972
10081	995458
10082	443866
10083	446892
10084	166176
10085	341544
10086	699007
10087	579016
10088	770259
10089	143120
10090	973712
10091	825891
10092	705028
